Gender,State,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
M,TX,M,Y,25,0.0,0,0,0
F,TN,M,Y,36,0.0,0,0,0
M,DE,M,N,0,11.0,0,220,0
M,FL,M,N,2,0.0,0,0,0
F,VT,M,N,28,22.0,0,6600,0
M,NV,M,Y,43,0.0,0,0,0
M,ID,S,Y,0,8.0,3300,0,3300
F,MD,S,N,37,25.0,2400,0,0
M,NV,S,Y,40,0.0,0,0,0
F,CA,M,Y,43,49.0,0,174,272
M,MT,S,N,16,37.0,1900,0,0
F,KS,S,Y,9,22.0,2250,0,2250
F,OH,M,Y,41,17.0,0,2600,1300
F,MA,S,N,18,28.0,3575,0,0
F,UT,S,Y,23,37.0,2475,0,2475
M,MD,S,N,3,25.0,2400,0,0
F,AK,S,Y,46,0.0,0,0,0
F,PA,M,N,1,16.0,0,0,0
F,FL,S,N,11,0.0,0,0,0
F,MD,M,N,23,25.0,0,4800,0
M,DE,M,N,5,13.0,0,220,0
M,OR,S,Y,23,48.0,159,0,159
M,MS,M,N,16,26.0,0,12000,0
F,VT,S,N,32,23.0,3300,0,0
F,KS,S,Y,47,34.0,2250,0,2250
F,WY,M,N,18,0.0,0,0,0
M,OR,M,Y,41,48.0,0,318,159
F,MN,M,Y,20,34.0,0,6600,3300
M,MO,S,N,37,32.0,2100,0,0
M,NJ,S,N,27,10.0,1000,0,0
F,DC,S,N,28,48.0,1370,0,0
M,MS,M,Y,28,26.0,0,12000,1500
M,NH,M,N,30,0.0,0,0,0
M,TN,S,Y,3,0.0,0,0,0
F,ME,S,N,36,45.0,2850,0,0
F,ME,M,Y,18,45.0,0,5700,2850
F,OH,S,Y,45,19.0,1300,0,1300
M,OH,M,Y,28,13.0,0,2600,1300
F,FL,M,Y,13,0.0,0,0,0
M,PR,M,Y,3,0.0,0,0,0
M,PR,S,Y,18,0.0,0,0,0
F,MS,M,N,16,26.0,0,12000,0
M,PR,M,Y,23,0.0,0,0,0
F,TN,S,Y,6,0.0,0,0,0
F,MT,M,N,37,37.0,0,3800,0
M,ID,M,Y,48,41.0,0,6600,3300
M,CT,S,Y,19,26.0,12750,0,0
M,OR,S,Y,35,48.0,159,0,159
M,PA,S,N,26,16.0,0,0,0
F,AL,M,N,47,26.0,0,3000,0
F,ME,S,Y,34,45.0,2850,0,2850
F,KY,M,N,4,12.0,0,40,0
M,NH,M,N,17,0.0,0,0,0
M,WV,M,N,43,34.0,0,4000,0
F,IL,M,N,45,16.0,0,4000,0
F,NH,S,N,44,0.0,0,0,0
F,PR,M,Y,13,0.0,0,0,0
M,AL,S,N,42,26.0,1500,0,0
F,DE,M,Y,21,25.0,0,220,110
M,ME,M,Y,44,45.0,0,5700,2850
F,NH,M,Y,27,0.0,0,0,0
F,SC,S,N,23,37.0,3300,0,0
M,TN,M,N,22,0.0,0,0,0
M,WY,S,N,28,0.0,0,0,0
M,NH,S,N,2,0.0,0,0,0
M,CT,M,N,31,26.0,0,24500,0
M,AR,S,N,22,37.0,20,0,0
M,MO,S,Y,32,32.0,2100,0,1200
M,SC,M,Y,37,37.0,0,6600,3300
M,IL,S,N,25,16.0,2000,0,0
M,ND,S,N,48,15.0,3300,0,0
M,CA,S,N,32,49.0,87,0,0
F,KS,S,N,11,27.0,2250,0,0
F,NJ,S,N,43,13.0,1000,0,0
F,ND,S,N,29,13.0,3300,0,0
M,WY,S,N,28,0.0,0,0,0
M,NY,S,Y,40,23.0,0,0,1000
F,OR,M,N,15,48.0,0,318,0
F,WA,M,Y,45,0.0,0,0,0
F,GA,M,Y,36,32.0,0,5400,3000
F,RI,S,N,42,0.0,0,0,0
F,NM,M,Y,11,28.0,0,6600,3300
F,LA,M,Y,12,32.0,0,9000,1000
F,NY,S,N,24,22.0,0,0,0
F,VA,M,N,15,30.0,0,1800,0
F,LA,S,N,49,32.0,4500,0,0
F,MO,S,Y,19,32.0,2100,0,1200
M,DE,M,N,24,27.0,0,220,0
F,KY,S,N,18,21.0,20,0,0
F,MS,S,N,16,26.0,6000,0,0
M,OH,M,Y,25,12.0,0,2600,1300
M,ND,M,N,37,14.0,0,6600,0
M,IN,M,N,1,18.0,0,2000,0
F,FL,S,Y,42,0.0,0,0,0
F,WI,M,Y,2,24.0,0,1400,400
M,NH,S,Y,3,0.0,0,0,0
M,ND,S,Y,0,11.0,3300,0,3300
M,IL,S,Y,22,16.0,2000,0,2000
F,MD,S,N,47,25.0,2400,0,0
M,DC,S,Y,13,44.0,1370,0,1370
M,AK,M,Y,9,0.0,0,0,0
F,AR,M,Y,16,37.0,0,40,20
F,CT,M,Y,46,26.0,0,24500,0
F,ME,S,Y,12,45.0,2850,0,2850
M,NC,S,Y,21,35.0,3300,0,3300
M,NJ,M,Y,9,7.0,0,2000,1500
F,IA,S,N,26,44.0,40,0,0
M,CT,S,Y,3,16.0,12750,0,0
M,NE,M,Y,9,30.0,0,206,103
M,GA,S,Y,45,32.0,2700,0,3000
M,WA,M,Y,24,0.0,0,0,0
M,MT,M,N,38,37.0,0,3800,0
F,OK,S,Y,22,33.0,1000,0,1000
M,MT,M,N,22,37.0,0,3800,0
M,CO,M,N,42,24.0,0,0,0
M,VT,M,Y,9,19.0,0,6600,3300
F,SD,M,N,27,0.0,0,0,0
F,NM,M,N,46,28.0,0,6600,0
F,GA,S,N,6,32.0,2700,0,0
F,WY,M,N,39,0.0,0,0,0
M,WV,S,Y,41,34.0,2000,0,2000
M,SC,S,N,19,37.0,3300,0,0
F,WV,S,N,1,16.0,2000,0,0
M,HI,S,Y,6,17.0,1040,0,1040
M,NH,S,Y,24,0.0,0,0,0
F,NC,M,N,5,32.0,0,6600,0
F,NJ,S,Y,45,13.0,1000,0,1500
M,GA,S,Y,45,32.0,2700,0,3000
M,IL,S,N,21,16.0,2000,0,0
F,WY,S,N,24,0.0,0,0,0
F,WI,M,Y,47,32.0,0,1400,400
F,ID,S,Y,13,41.0,3300,0,3300
F,AK,S,N,20,0.0,0,0,0
F,MN,S,Y,4,28.0,3300,0,3300
M,NC,M,Y,20,35.0,0,6600,3300
F,WY,M,Y,31,0.0,0,0,0
M,AR,S,Y,39,37.0,20,0,20
M,AK,S,Y,21,0.0,0,0,0
M,LA,S,N,20,32.0,4500,0,0
F,TN,M,N,13,0.0,0,0,0
F,SD,S,Y,13,0.0,0,0,0
F,ME,M,N,37,45.0,0,5700,0
F,KS,M,Y,37,34.0,0,4500,2250
M,WY,S,Y,41,0.0,0,0,0
M,VA,M,Y,24,30.0,0,1800,900
F,CT,S,N,6,26.0,12750,0,0
F,GA,S,Y,33,32.0,2700,0,3000
M,VT,M,Y,18,20.0,0,6600,3300
F,DC,M,N,39,48.0,0,2740,0
F,GA,M,Y,32,32.0,0,5400,3000
M,AZ,S,Y,34,20.0,2100,0,2300
F,MD,S,Y,19,25.0,2400,0,2400
F,WA,S,Y,20,0.0,0,0,0
F,OR,M,N,10,48.0,0,318,0
F,LA,S,Y,17,32.0,4500,0,1000
M,MS,M,Y,9,26.0,0,12000,1500
F,OH,M,Y,33,15.0,0,2600,1300
M,OK,S,N,22,33.0,1000,0,0
F,IN,S,Y,23,18.0,1000,0,1000
F,PR,M,Y,22,0.0,0,0,0
M,NC,M,N,15,34.0,0,6600,0
M,MT,M,N,25,37.0,0,3800,0
M,ID,M,Y,8,32.0,0,6600,3300
M,RI,M,N,36,0.0,0,0,0
F,WI,M,N,22,28.0,0,1400,0
M,PA,M,N,6,16.0,0,0,0
M,CA,M,N,6,13.0,0,174,0
F,HI,M,N,8,21.0,0,2080,0
M,IL,M,Y,44,16.0,0,4000,2000
M,UT,M,Y,29,37.0,0,4950,2475
F,TN,M,Y,14,0.0,0,0,0
F,WV,S,N,48,34.0,2000,0,0
F,NV,M,Y,34,0.0,0,0,0
M,MT,S,Y,45,37.0,1900,0,1900
F,MD,M,N,20,25.0,0,4800,0
M,WA,M,N,43,0.0,0,0,0
F,NJ,M,Y,20,9.0,0,2000,1500
F,OR,S,Y,40,48.0,159,0,159
F,NE,M,Y,28,36.0,0,206,103
M,MD,M,N,30,25.0,0,4800,0
F,MO,S,N,1,17.0,2100,0,0
F,NY,S,N,2,21.0,0,0,0
M,SD,M,N,21,0.0,0,0,0
F,OK,M,N,43,33.0,0,2000,0
M,ND,M,Y,15,11.0,0,6600,3300
M,MI,M,N,49,20.0,0,6200,0
M,WA,S,Y,19,0.0,0,0,0
F,SD,S,Y,48,0.0,0,0,0
M,OH,S,N,39,17.0,1300,0,0
F,NE,S,N,29,36.0,103,0,0
M,OK,S,N,35,33.0,1000,0,0
M,WI,M,N,22,28.0,0,1400,0
F,NJ,M,N,21,9.0,0,2000,0
M,NJ,S,N,37,12.0,1000,0,0
F,NE,S,N,15,36.0,103,0,0
F,MA,M,Y,48,28.0,0,7150,1000
M,TN,M,N,35,0.0,0,0,0
F,NH,S,Y,47,0.0,0,0,0
M,DE,M,Y,39,31.0,0,220,110
F,TN,S,N,11,0.0,0,0,0
F,PA,M,N,12,16.0,0,0,0
F,WI,S,N,0,24.0,700,0,0
M,VA,M,N,40,30.0,0,1800,0
F,CO,M,Y,20,24.0,0,0,0
F,WA,M,Y,15,0.0,0,0,0
M,NM,M,Y,41,28.0,0,6600,3300
M,CT,M,Y,33,26.0,0,24500,0
F,HI,M,N,4,14.0,0,2080,0
M,RI,M,N,37,0.0,0,0,0
F,OR,M,N,29,48.0,0,318,0
M,WY,M,Y,25,0.0,0,0,0
F,GA,S,N,30,32.0,2700,0,0
M,ND,M,N,28,12.0,0,6600,0
M,AK,S,N,41,0.0,0,0,0
M,RI,M,Y,25,0.0,0,0,0
M,MD,M,Y,7,25.0,0,4800,2400
M,PA,M,Y,30,16.0,0,0,0
F,UT,M,N,7,37.0,0,4950,0
M,TN,S,N,16,0.0,0,0,0
F,MT,M,N,44,37.0,0,3800,0
F,NY,M,N,18,22.0,0,0,0
F,HI,M,N,34,44.0,0,2080,0
M,TN,S,N,22,0.0,0,0,0
M,KY,M,Y,2,11.0,0,40,20
M,NJ,S,N,3,7.0,1000,0,0
F,CO,S,N,6,24.0,0,0,0
M,IA,M,Y,19,32.0,0,80,40
F,NV,M,N,22,0.0,0,0,0
F,AK,S,Y,30,0.0,0,0,0
M,MN,M,N,35,42.0,0,6600,0
M,TN,M,Y,25,0.0,0,0,0
F,ND,S,Y,8,11.0,3300,0,3300
F,LA,S,Y,14,32.0,4500,0,1000
F,WV,S,Y,18,26.0,2000,0,2000
M,KY,S,N,38,32.0,20,0,0
M,MO,M,Y,4,32.0,0,4200,1200
M,AR,M,N,28,37.0,0,40,0
F,ME,M,N,48,45.0,0,5700,0
F,PA,S,Y,19,16.0,0,0,0
M,AR,M,N,45,37.0,0,40,0
M,VT,M,N,28,22.0,0,6600,0
M,LA,M,N,44,32.0,0,9000,0
M,NH,S,Y,22,0.0,0,0,0
F,TX,S,N,28,0.0,0,0,0
F,SC,M,Y,21,37.0,0,6600,3300
M,MO,S,Y,19,32.0,2100,0,1200
M,AR,S,Y,12,32.0,20,0,20
F,OH,S,Y,4,4.0,1300,0,1300
F,KY,S,Y,15,19.0,20,0,20
F,TN,S,N,36,0.0,0,0,0
M,NE,M,N,47,36.0,0,206,0
F,AK,M,N,12,0.0,0,0,0
M,WV,M,Y,13,22.0,0,4000,2000
M,TX,S,Y,0,0.0,0,0,0
M,NV,S,N,18,0.0,0,0,0
F,CT,M,N,16,26.0,0,24500,0
M,OK,S,N,3,21.0,1000,0,0
M,DE,S,Y,27,29.0,110,0,110
F,OH,M,Y,37,16.0,0,2600,1300
M,VT,S,Y,47,26.0,3300,0,3300
M,AL,S,N,37,26.0,1500,0,0
M,SC,M,N,3,23.0,0,6600,0
M,DC,S,Y,31,48.0,1370,0,1370
F,VA,M,N,41,30.0,0,1800,0
F,MI,S,N,47,20.0,3100,0,0
M,AZ,M,N,47,22.0,0,4200,0
F,MO,S,N,39,32.0,2100,0,0
M,HI,S,N,21,44.0,1040,0,0
F,MS,S,N,47,26.0,6000,0,0
F,PA,M,Y,30,16.0,0,0,0
F,NJ,S,N,26,10.0,1000,0,0
F,LA,M,N,45,32.0,0,9000,0
F,CA,M,Y,32,49.0,0,174,272
M,AZ,M,Y,12,16.0,0,4200,2300
M,OH,S,Y,24,11.0,1300,0,1300
F,HI,S,Y,28,44.0,1040,0,1040
F,OH,S,N,36,16.0,1300,0,0
F,UT,S,N,43,37.0,2475,0,0
F,AR,M,Y,44,37.0,0,40,20
F,NC,M,Y,37,39.0,0,6600,3300
F,NE,M,Y,29,36.0,0,206,103
F,ND,S,Y,2,11.0,3300,0,3300
M,ME,S,Y,21,45.0,2850,0,2850
M,CT,M,N,29,26.0,0,24500,0
M,LA,M,N,43,32.0,0,9000,0
F,MT,S,Y,21,37.0,1900,0,1900
F,IN,M,N,14,18.0,0,2000,0
M,MO,S,Y,33,32.0,2100,0,1200
F,MS,S,Y,33,26.0,6000,0,1500
F,SC,S,Y,12,37.0,3300,0,3300
F,NY,M,N,7,21.0,0,0,0
F,ND,M,N,39,14.0,0,6600,0
M,MI,S,N,4,20.0,3100,0,0
F,OK,M,Y,21,33.0,0,2000,1000
M,MT,M,N,35,37.0,0,3800,0
M,HI,M,Y,29,44.0,0,2080,1040
M,IA,M,Y,46,48.0,0,80,40
F,UT,M,N,14,37.0,0,4950,0
M,WY,S,N,12,0.0,0,0,0
F,NY,S,Y,40,23.0,0,0,1000
M,TX,M,N,43,0.0,0,0,0
M,TN,M,Y,33,0.0,0,0,0
F,AK,S,N,2,0.0,0,0,0
F,LA,S,N,11,28.0,4500,0,0
M,NH,M,Y,45,0.0,0,0,0
F,FL,S,N,30,0.0,0,0,0
M,OK,S,Y,22,33.0,1000,0,1000
M,MS,S,N,26,26.0,6000,0,0
F,DC,M,N,17,48.0,0,2740,0
M,MT,M,Y,30,37.0,0,3800,1900
M,OH,S,N,2,3.0,1300,0,0
M,KS,M,Y,0,18.0,0,4500,2250
M,DE,S,Y,48,31.0,110,0,110
M,NC,S,Y,27,37.0,3300,0,3300
M,UT,S,Y,39,37.0,2475,0,2475
M,MA,M,Y,1,28.0,0,7150,1000
F,SC,M,N,6,37.0,0,6600,0
M,FL,M,Y,11,0.0,0,0,0
F,CA,S,N,15,37.0,87,0,0
M,ID,S,Y,10,38.0,3300,0,3300
M,ID,M,Y,12,41.0,0,6600,3300
F,OR,S,N,6,48.0,159,0,0
F,ND,M,N,27,12.0,0,6600,0
M,OH,S,N,20,10.0,1300,0,0
F,DE,M,N,23,27.0,0,220,0
M,IN,S,Y,0,18.0,1000,0,1000
F,MT,S,N,43,37.0,1900,0,0
F,NH,S,Y,32,0.0,0,0,0
M,CA,M,N,32,49.0,0,174,0
F,SD,M,N,12,0.0,0,0,0
M,CT,S,Y,37,26.0,12750,0,0
F,NM,M,N,41,28.0,0,6600,0
M,IL,M,Y,20,16.0,0,4000,2000
F,SC,M,N,15,37.0,0,6600,0
M,NE,S,N,33,36.0,103,0,0
F,TX,S,N,16,0.0,0,0,0
M,DE,S,Y,11,18.0,110,0,110
M,DE,S,Y,0,11.0,110,0,110
F,DE,M,Y,5,14.0,0,220,110
F,UT,S,Y,0,17.0,2475,0,2475
F,VT,M,Y,14,19.0,0,6600,3300
M,PR,M,Y,49,0.0,0,0,0
F,TX,S,Y,49,0.0,0,0,0
F,SC,M,Y,44,37.0,0,6600,3300
F,MN,S,Y,42,42.0,3300,0,3300
M,IN,S,N,9,18.0,1000,0,0
M,CT,S,Y,13,26.0,12750,0,0
M,AK,S,Y,40,0.0,0,0,0
M,LA,S,Y,43,32.0,4500,0,1000
M,RI,S,N,9,0.0,0,0,0
F,IL,S,N,37,16.0,2000,0,0
M,GA,S,N,29,32.0,2700,0,0
M,WA,M,N,34,0.0,0,0,0
M,DE,S,N,31,31.0,110,0,0
F,KS,S,Y,35,34.0,2250,0,2250
M,ND,S,N,15,11.0,3300,0,0
M,IN,S,N,19,18.0,1000,0,0
F,KY,S,Y,36,31.0,20,0,20
M,MA,M,N,41,28.0,0,7150,0
F,NV,S,N,5,0.0,0,0,0
M,AK,S,Y,10,0.0,0,0,0
M,SC,S,Y,38,37.0,3300,0,3300
M,KS,S,N,14,33.0,2250,0,0
M,AK,M,Y,43,0.0,0,0,0
M,MS,S,Y,39,26.0,6000,0,1500
M,UT,M,N,13,37.0,0,4950,0
M,PA,M,N,4,16.0,0,0,0
M,NV,M,Y,43,0.0,0,0,0
M,CO,S,N,12,24.0,0,0,0
F,ID,S,N,4,20.0,3300,0,0
F,PA,M,Y,40,16.0,0,0,0
M,RI,S,N,25,0.0,0,0,0
M,DE,M,N,20,25.0,0,220,0
M,AR,M,N,36,37.0,0,40,0
M,LA,M,Y,44,32.0,0,9000,1000
F,MN,M,Y,13,30.0,0,6600,3300
F,HI,M,Y,7,19.0,0,2080,1040
M,OR,M,Y,49,48.0,0,318,159
F,PA,S,Y,42,16.0,0,0,0
M,WY,S,N,39,0.0,0,0,0
M,DC,S,N,26,48.0,1370,0,0
M,IL,S,N,44,16.0,2000,0,0
F,WI,M,N,10,25.0,0,1400,0
F,NH,M,Y,13,0.0,0,0,0
M,MN,M,N,44,42.0,0,6600,0
M,IN,M,N,19,18.0,0,2000,0
M,WI,S,N,26,28.0,700,0,0
M,AK,S,Y,0,0.0,0,0,0
F,MT,S,Y,36,37.0,1900,0,1900
M,WY,S,Y,29,0.0,0,0,0
F,SD,S,Y,11,0.0,0,0,0
M,NH,S,Y,21,0.0,0,0,0
F,CT,S,Y,17,26.0,12750,0,0
M,AL,S,N,45,26.0,1500,0,0
F,NC,M,Y,4,32.0,0,6600,3300
M,SC,M,N,1,13.0,0,6600,0
M,ID,S,N,27,41.0,3300,0,0
F,MT,M,Y,40,37.0,0,3800,1900
F,MT,M,Y,8,37.0,0,3800,1900
M,VT,M,N,22,20.0,0,6600,0
M,MI,M,N,33,20.0,0,6200,0
F,CA,M,N,12,29.0,0,174,0
M,IL,S,N,36,16.0,2000,0,0
M,MI,S,N,37,20.0,3100,0,0
F,DC,M,N,30,48.0,0,2740,0
M,DE,S,Y,18,23.0,110,0,110
M,NJ,S,Y,41,12.0,1000,0,1500
F,GA,S,Y,30,32.0,2700,0,3000
M,NE,M,N,3,19.0,0,206,0
M,IA,M,N,7,13.0,0,80,0
M,OK,M,N,42,33.0,0,2000,0
M,RI,S,Y,26,0.0,0,0,0
M,FL,S,Y,30,0.0,0,0,0
F,TN,S,N,16,0.0,0,0,0
M,NE,M,Y,40,36.0,0,206,103
M,AR,M,Y,11,31.0,0,40,20
M,DC,M,N,40,48.0,0,2740,0
M,ID,S,Y,13,41.0,3300,0,3300
F,VT,M,N,29,22.0,0,6600,0
F,ME,M,N,32,45.0,0,5700,0
F,NE,M,Y,10,32.0,0,206,103
F,ND,S,Y,6,11.0,3300,0,3300
M,SC,S,N,35,37.0,3300,0,0
M,RI,M,Y,27,0.0,0,0,0
F,DE,S,Y,36,31.0,110,0,110
F,WA,M,Y,42,0.0,0,0,0
F,NY,M,N,34,23.0,0,0,0
F,SC,S,N,1,15.0,3300,0,0
F,HI,M,N,21,44.0,0,2080,0
M,UT,M,Y,43,37.0,0,4950,2475
F,MA,S,Y,23,28.0,3575,0,1000
M,LA,M,Y,41,32.0,0,9000,1000
F,ND,M,N,22,12.0,0,6600,0
M,ND,S,Y,43,14.0,3300,0,3300
M,RI,M,N,12,0.0,0,0,0
M,NE,M,N,18,36.0,0,206,0
F,MS,S,N,7,26.0,6000,0,0
F,VT,M,Y,41,24.0,0,6600,3300
F,MI,S,Y,29,20.0,3100,0,3100
F,WI,S,N,49,33.0,700,0,0
F,WV,S,N,43,34.0,2000,0,0
M,MO,S,N,41,32.0,2100,0,0
M,PR,S,N,1,0.0,0,0,0
F,NV,M,N,30,0.0,0,0,0
F,IL,S,N,49,16.0,2000,0,0
F,IA,S,N,5,10.0,40,0,0
F,UT,S,Y,7,37.0,2475,0,2475
F,DC,M,Y,47,48.0,0,2740,1370
F,NE,M,N,8,28.0,0,206,0
F,MT,S,N,4,25.0,1900,0,0
F,TN,S,N,16,0.0,0,0,0
F,ND,M,N,35,13.0,0,6600,0
F,TN,S,Y,7,0.0,0,0,0
F,KY,S,N,28,27.0,20,0,0
M,TX,M,N,22,0.0,0,0,0
M,MI,S,Y,23,20.0,3100,0,3100
M,NJ,S,Y,5,7.0,1000,0,1500
M,AZ,S,N,41,21.0,2100,0,0
M,RI,M,Y,39,0.0,0,0,0
F,MO,S,N,27,32.0,2100,0,0
F,SC,S,Y,23,37.0,3300,0,3300
M,OK,S,Y,43,33.0,1000,0,1000
M,NV,M,Y,31,0.0,0,0,0
F,WA,S,N,15,0.0,0,0,0
F,AK,M,N,41,0.0,0,0,0
F,CO,S,N,3,24.0,0,0,0
F,NM,S,N,15,28.0,3300,0,0
F,HI,S,Y,28,44.0,1040,0,1040
M,KY,M,Y,9,15.0,0,40,20
M,ND,M,Y,31,13.0,0,6600,3300
M,WI,S,N,0,24.0,700,0,0
F,DE,M,N,13,20.0,0,220,0
F,MA,M,N,35,28.0,0,7150,0
F,MN,M,N,30,40.0,0,6600,0
F,GA,M,Y,18,32.0,0,5400,3000
M,MT,S,N,44,37.0,1900,0,0
M,OR,M,Y,47,48.0,0,318,159
M,ID,S,Y,6,26.0,3300,0,3300
F,ME,S,Y,9,45.0,2850,0,2850
M,WV,M,N,40,34.0,0,4000,0
M,MT,S,N,18,37.0,1900,0,0
M,WV,M,Y,41,34.0,0,4000,2000
M,SC,M,N,38,37.0,0,6600,0
F,DC,S,N,48,48.0,1370,0,0
M,MN,M,N,13,30.0,0,6600,0
F,WV,M,N,23,30.0,0,4000,0
M,MI,S,N,23,20.0,3100,0,0
F,MS,S,N,29,26.0,6000,0,0
F,LA,M,N,29,32.0,0,9000,0
F,DC,S,Y,22,48.0,1370,0,1370
M,OK,M,N,38,33.0,0,2000,0
M,UT,S,N,39,37.0,2475,0,0
F,CO,S,Y,11,24.0,0,0,0
M,VA,S,N,15,30.0,900,0,0
F,AL,M,Y,20,26.0,0,3000,300
M,WY,S,N,18,0.0,0,0,0
M,TN,S,Y,18,0.0,0,0,0
F,LA,S,Y,20,32.0,4500,0,1000
F,NJ,M,N,4,7.0,0,2000,0
F,AR,M,Y,20,37.0,0,40,20
F,MO,M,N,48,32.0,0,4200,0
M,ID,S,Y,33,41.0,3300,0,3300
M,AR,S,Y,43,37.0,20,0,20
F,MI,M,Y,9,20.0,0,6200,3100
M,VA,S,N,43,30.0,900,0,0
F,IA,S,Y,36,48.0,40,0,40
F,NM,M,Y,26,28.0,0,6600,3300
F,ND,M,Y,23,12.0,0,6600,3300
F,MI,S,Y,1,20.0,3100,0,3100
M,NC,S,Y,34,38.0,3300,0,3300
F,TX,M,Y,28,0.0,0,0,0
F,AR,M,Y,4,13.0,0,40,20
F,AR,M,Y,39,37.0,0,40,20
M,IL,S,Y,4,16.0,2000,0,2000
M,NJ,S,Y,3,7.0,1000,0,1500
M,IN,S,Y,48,18.0,1000,0,1000
M,IL,M,Y,4,16.0,0,4000,2000
M,ID,S,N,3,19.0,3300,0,0
F,GA,S,N,28,32.0,2700,0,0
F,AK,S,Y,15,0.0,0,0,0
M,TX,M,N,22,0.0,0,0,0
F,TX,S,Y,3,0.0,0,0,0
M,SD,M,N,24,0.0,0,0,0
F,AZ,M,Y,45,22.0,0,4200,2300
M,NJ,S,N,21,9.0,1000,0,0
F,DC,S,Y,39,48.0,1370,0,1370
M,ID,S,N,47,41.0,3300,0,0
M,VT,M,N,21,20.0,0,6600,0
M,ME,S,N,27,45.0,2850,0,0
F,OR,M,Y,31,48.0,0,318,159
F,ID,S,Y,43,41.0,3300,0,3300
F,HI,M,N,36,44.0,0,2080,0
M,FL,S,Y,13,0.0,0,0,0
M,IL,S,Y,39,16.0,2000,0,2000
F,MA,S,Y,34,28.0,3575,0,1000
M,VT,S,N,31,22.0,3300,0,0
M,KY,M,N,46,32.0,0,40,0
M,TX,M,Y,10,0.0,0,0,0
M,SD,S,Y,26,0.0,0,0,0
M,ME,M,N,49,45.0,0,5700,0
F,VT,S,Y,3,19.0,3300,0,3300
F,KY,S,Y,11,16.0,20,0,20
F,VT,M,N,29,22.0,0,6600,0
M,KY,S,Y,47,32.0,20,0,20
F,CT,M,N,0,16.0,0,24500,0
M,NH,M,N,21,0.0,0,0,0
F,SD,M,N,14,0.0,0,0,0
M,OK,M,Y,9,33.0,0,2000,1000
F,OK,M,N,48,33.0,0,2000,0
M,MD,S,Y,5,25.0,2400,0,2400
M,DE,S,N,6,14.0,110,0,0
F,MI,M,Y,12,20.0,0,6200,3100
F,CA,M,N,37,49.0,0,174,0
F,MN,S,Y,16,32.0,3300,0,3300
F,RI,S,Y,34,0.0,0,0,0
M,LA,M,Y,5,10.0,0,9000,1000
M,KS,S,N,30,34.0,2250,0,0
F,TX,M,Y,43,0.0,0,0,0
M,MN,S,Y,2,28.0,3300,0,3300
M,LA,M,N,3,10.0,0,9000,0
M,WY,S,N,26,0.0,0,0,0
M,NJ,S,Y,15,8.0,1000,0,1500
F,ME,S,Y,5,27.0,2850,0,2850
F,OR,M,Y,20,48.0,0,318,159
M,LA,M,Y,14,32.0,0,9000,1000
F,RI,M,N,15,0.0,0,0,0
M,NJ,M,N,28,10.0,0,2000,0
M,AK,M,Y,49,0.0,0,0,0
F,TX,S,Y,8,0.0,0,0,0
F,NC,S,N,17,34.0,3300,0,0
F,RI,S,N,35,0.0,0,0,0
F,GA,S,N,8,32.0,2700,0,0
M,NM,M,Y,21,28.0,0,6600,3300
M,CO,M,N,24,24.0,0,0,0
F,NC,S,N,7,32.0,3300,0,0
M,NE,M,N,23,36.0,0,206,0
M,NV,S,N,46,0.0,0,0,0
M,NM,M,N,43,28.0,0,6600,0
F,FL,M,N,35,0.0,0,0,0
M,NM,M,N,20,28.0,0,6600,0
F,AR,S,Y,42,37.0,20,0,20
F,UT,M,Y,0,12.0,0,4950,2475
M,MI,M,N,5,20.0,0,6200,0
F,AL,S,Y,25,26.0,1500,0,300
M,GA,S,N,36,32.0,2700,0,0
F,DC,S,N,27,48.0,1370,0,0
F,MA,M,N,12,28.0,0,7150,0
F,ID,M,N,14,41.0,0,6600,0
M,IA,S,Y,27,46.0,40,0,40
F,AR,M,N,24,37.0,0,40,0
M,VA,M,Y,28,30.0,0,1800,900
F,IN,S,Y,12,18.0,1000,0,1000
M,ND,S,N,6,11.0,3300,0,0
M,CA,S,N,48,49.0,87,0,0
F,CT,M,Y,14,26.0,0,24500,0
M,RI,M,N,7,0.0,0,0,0
M,MN,M,N,20,34.0,0,6600,0
M,AR,M,N,30,37.0,0,40,0
M,AK,S,N,16,0.0,0,0,0
F,PR,S,N,34,0.0,0,0,0
F,NJ,M,N,45,13.0,0,2000,0
F,KY,M,Y,26,25.0,0,40,20
F,NV,S,N,19,0.0,0,0,0
M,KY,M,Y,8,15.0,0,40,20
F,WY,M,Y,42,0.0,0,0,0
M,VA,S,Y,10,30.0,900,0,900
F,TN,M,N,31,0.0,0,0,0
F,IL,M,Y,15,16.0,0,4000,2000
F,MT,S,Y,42,37.0,1900,0,1900
M,OH,M,Y,17,9.0,0,2600,1300
F,NM,S,Y,35,28.0,3300,0,3300
F,WV,M,N,20,28.0,0,4000,0
F,ND,S,N,38,14.0,3300,0,0
M,MT,M,Y,0,5.0,0,3800,1900
M,KY,M,N,0,10.0,0,40,0
M,OR,M,Y,9,48.0,0,318,159
M,MN,M,Y,20,34.0,0,6600,3300
F,AL,M,Y,15,26.0,0,3000,300
M,MN,M,N,41,42.0,0,6600,0
M,ME,M,N,24,45.0,0,5700,0
M,ME,M,Y,13,45.0,0,5700,2850
F,ID,S,Y,26,41.0,3300,0,3300
F,NV,M,N,25,0.0,0,0,0
